Address,Alcohol,Ambience,Area,Best Nights,Bike Parking,Good For Dancing,Good for Groups,Happy Hour,Has Pool Table,Has TV,Music,Name,Noise Level,Outdoor Seating,Parking,Price_Level,Price_Range,Rating,Reviews,Smoking,Takes Reservations,Waiter Service,Waiter_Service,Wi-Fi,index
"1114 Frankford Ave Philadelphia, PA 19123",Full Bar,Hipster,Fishtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Barcade,Loud,Yes,Street,$$,11-30,3.5,406,No,No,,No,Free,0.0
"1501 E Passyunk Ave Philadelphia, PA 19147",Full Bar,Hipster,Passyunk Square,"Wed, Thu, Fri",Yes,No,Yes,Yes,No,Yes,Juke Box,the Pub on Passyunk East,Loud,Yes,Street,$$,Moderate,4.0,399,Outdoor Area / Patio Only,No,,,,0.0
"2013 Ranstead St Philadelphia, PA 19103",Full Bar,Intimate,"Rittenhouse Square, Penn Center","Thu, Fri, Sat",No,No,No,No,No,No,Background,The Ranstead Room,Average,No,Street,$$$,Pricey,4.0,373,No,No,,,,0.0
"2130 Fairmount Ave Philadelphia, PA 19130",Full Bar,Casual,"Fairmount, Art Museum District","Tue, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Jackâ€™s Firehouse,Average,Yes,Street,$$,11-30,3.5,413,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"1526 Packer Ave Philadelphia, PA 19145",Full Bar,Casual,"Fairmount, Art Museum District","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Chickieâ€™s & Peteâ€™s,Loud,No,Private Lot,$$,11-30,3.5,374,No,Yes,,Yes,Free,0.0
"216 S 11th St Philadelphia, PA 19107",Full Bar,Casual,"Washington Square West, Market East","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Strangeloveâ€™s,Average,No,Street,$$,Moderate,4.0,336,No,Yes,,,Free,0.0
"509 S 2nd St Philadelphia, PA 19147",Full Bar,Casual,Society Hill,,Yes,No,Yes,Yes,No,Yes,Live,The Twisted Tail,Average,Yes,Street,$$,11-30,4.0,349,No,Yes,,Yes,Free,0.0
"129 S 13th St Philadelphia, PA 19107",Full Bar,Intimate,Market East,"Thu, Fri, Sat",Yes,No,Yes,Yes,,No,Background,Vintage Wine Bar,Average,Yes,Street,$$,11-30,4.0,320,No,Yes,,Yes,No,0.0
"1536 E Passyunk Ave Philadelphia, PA 19147",Full Bar,Casual,Passyunk Square,"Fri, Sat, Sun",Yes,No,No,Yes,No,No,Background,Stateside,Average,Yes,Street,$$,11-30,3.5,308,No,Yes,,Yes,No,0.0
"155 E Commerce St San Antonio, TX 78205",Full Bar,Casual,Downtown,"Thu, Fri, Sat",No,No,Yes,Yes,No,Yes,,The Esquire Tavern,Average,Yes,"Garage, Street",$$,11-30,4.0,1489,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"207 N Presa St San Antonio, TX 78205",Full Bar,Romantic,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,,Zinc Bistro & Wine Bar,Average,Yes,"Garage, Street",$$,11-30,4.0,982,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"106 River Walk St San Antonio, TX 78205",Beer & Wine Only,"Intimate, Romantic",Downtown,"Wed, Thu, Sat",Yes,No,No,No,,No,Background,Bella On the River,Average,Yes,"Garage, Street",$$$,31-60,4.5,561,No,Yes,,Yes,Free,0.0
"306 Pearl Pkwy Ste 101 San Antonio, TX 78215",Full Bar,Trendy,Tobin Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,Cured,Average,Yes,Street,$$,11-30,4.0,578,No,Yes,,Yes,No,0.0
"1015 Navarro St Hotel Havana San Antonio, TX 78205",Full Bar,Romantic,Downtown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,,Ocho,Average,Yes,,$$,11-30,4.0,555,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1111 S Alamo St San Antonio, TX 78210",Full Bar,Casual,"King William, Downtown, Southtown",,Yes,,Yes,,,No,,Liberty Bar,Average,No,"Street, Private Lot",$$,11-30,4.0,525,,Yes,,Yes,Free,0.0
"11255 Huebner Rd San Antonio, TX 78230",Full Bar,Casual,"King William, Downtown, Southtown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Flying Saucer Draught Emporium,Loud,Yes,Private Lot,$$,11-30,4.0,437,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"340 E. Basse Rd Ste 101 San Antonio, TX 78209",Beer & Wine Only,Trendy,"King William, Downtown, Southtown","Fri, Sat, Sun",Yes,No,Yes,Yes,,Yes,,MAXâ€™s Wine Dive,Average,Yes,"Garage, Private Lot",$$,11-30,3.5,473,No,Yes,,Yes,Free,0.0
"111 W Crockett Ste 214 San Antonio, TX 78205",Full Bar,Casual,Downtown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Live,Barriba Cantina,Average,Yes,Street,$$,11-30,3.5,457,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"136 E Grayson St Ste 120 San Antonio, TX 78215",Beer & Wine Only,,Tobin Hill,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Southerleigh Fine Food and Brewery,Average,Yes,"Valet, Garage, Street",$$,11-30,4.0,473,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"103 E Jones Ave San Antonio, TX 78215",Beer & Wine Only,Casual,Downtown,Sat,Yes,No,Yes,Yes,,No,Background,The Luxury,Average,Yes,Street,$$,11-30,4.0,407,Yes,No,,No,No,0.0
"943 S Alamo St San Antonio, TX 78205",Beer & Wine Only,Casual,"King William, Downtown, Southtown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,The Friendly Spot Ice House,Average,Yes,Street,$,Under 10,4.0,370,Yes,No,,No,Free,0.0
"1414 S Alamo St Ste 103 San Antonio, TX 78210",Full Bar,"Hipster, Casual, Trendy","Downtown, Southtown",,Yes,,Yes,,,Yes,,Stella Public House,Average,Yes,Private Lot,$$,11-30,4.0,359,,No,,Yes,Free,0.0
"1414 S Alamo St Ste 101 San Antonio, TX 78210",Full Bar,Hipster,"Downtown, Southtown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,,Halcyon,Average,Yes,Private Lot,$$,11-30,4.0,381,Outdoor Area / Patio Only,No,,No,Free,0.0
"4035 N Loop 1604 W Ste 105 San Antonio, TX 78257",Beer & Wine Only,Casual,"Downtown, Southtown","Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Freetail Brewing Co,Average,Yes,Private Lot,$$,11-30,4.0,349,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1010 N Loop 1604 E San Antonio, TX 78232",Full Bar,"Hipster, Casual","Downtown, Southtown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,The Hoppy Monk,Average,Yes,Private Lot,$$,11-30,4.0,380,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"6901 Blanco Rd San Antonio, TX 78216",Beer & Wine Only,Casual,Castle Hills,,No,No,Yes,,,Yes,,Picnikins Patio Cafe,Average,Yes,Private Lot,$$,11-30,4.5,328,,No,,Yes,No,0.0
"214 W Crockett St San Antonio, TX 78205",Full Bar,Classy,Downtown,"Thu, Fri, Sat",No,No,Yes,Yes,,Yes,Live,SoHo Wine & Martini Bar,Average,Yes,Street,$$,Moderate,4.5,327,Outdoor Area / Patio Only,No,,,No,0.0
"2720 McCullough Ave San Antonio, TX 78212",Full Bar,Hipster,Monte Vista,"Mon, Sat, Sun",Yes,No,Yes,Yes,No,No,Background,Barbaro,Average,No,Street,$$,11-30,4.0,312,No,Yes,,Yes,No,0.0
"5011 Broadway St San Antonio, TX 78209",Full Bar,Classy,Alamo Heights,"Fri, Sat",Yes,No,Yes,Yes,No,No,,Cappyâ€™s Restaurant,Average,Yes,"Street, Private Lot",$$,11-30,4.5,281,,Yes,,Yes,No,0.0
"516 E Houston St San Antonio, TX 78205",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,,Yes,Live,Moses Roseâ€™s Hideout,Average,Yes,Street,$$,11-30,3.5,273,Outdoor Area / Patio Only,No,,No,No,0.0
"516 Brooklyn Ave San Antonio, TX 78215",Full Bar,Classy,Downtown,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Brooklynite,Average,No,Street,$$,Moderate,4.5,236,No,Yes,,,Free,0.0
"17619 La Cantera Pkwy Ste 102 San Antonio, TX 78257",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The General Public,Average,Yes,"Garage, Street",$$,11-30,3.5,271,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"17623 La Cantera Pkwy Ste 107 San Antonio, TX 78257",Full Bar,"Casual, Trendy",Downtown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Mashâ€™D-The Rim,Average,Yes,Garage,$$,11-30,4.0,296,No,Yes,,Yes,Free,0.0
"234 River Walk St San Antonio, TX 78205",Full Bar,Casual,Downtown,"Fri, Sat, Sun",No,No,Yes,Yes,No,Yes,Live,Waxy Oâ€™Connorâ€™s,Average,Yes,,$$,11-30,3.5,258,Outdoor Area / Patio Only,No,,Yes,No,0.0
"17623 La Cantera Pkwy Ste 101 San Antonio, TX 78257",Full Bar,"Hipster, Casual, Trendy",Downtown,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Hopdoddy,Average,Yes,,$$,11-30,4.0,252,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"303 E Grayson St San Antonio, TX 78215",Full Bar,"Casual, Trendy",Tobin Hill,"Thu, Fri, Sat",Yes,No,Yes,No,,Yes,,Down on Grayson,Average,Yes,Private Lot,$$,11-30,3.5,243,No,No,,Yes,Free,0.0
"1420 S Alamo San Antonio, TX 78204",Full Bar,"Trendy, Classy","Downtown, Southtown","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,1919,Average,Yes,Private Lot,$$,Moderate,4.5,204,Outdoor Area / Patio Only,No,,,No,0.0
"5115 Fredericksburg Rd San Antonio, TX 78229",Full Bar,"Casual, Trendy","Downtown, Southtown",,Yes,,Yes,,,Yes,,Sangria On the Burg,Average,Yes,Private Lot,$$,11-30,4.0,225,,No,,Yes,Free,0.0
"111 W Crockett St Ste 201 San Antonio, TX 78205",Full Bar,Casual,Downtown,"Thu, Fri, Sat",No,Yes,Yes,Yes,No,Yes,Live,Howl at the Moon,Very Loud,Yes,Street,$$,Moderate,3.5,179,Outdoor Area / Patio Only,No,,,No,0.0
"200 S Alamo St San Antonio, TX 78205",Full Bar,,Downtown,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Live,Durty Nellyâ€™s Irish Pub,Loud,Yes,Street,$$,11-30,3.5,182,Outdoor Area / Patio Only,No,,Yes,No,0.0
"1806 NW Loop 1604 San Antonio, TX 78248",Full Bar,Trendy,Downtown,"Fri, Sat, Sun",No,No,Yes,Yes,No,Yes,,Cover 3,Average,Yes,"Valet, Garage",$$,11-30,4.0,195,No,Yes,,Yes,Free,0.0
"9502 Interstate 10 W Ste 101 San Antonio, TX 78230",Full Bar,Casual,Medical Center,"Fri, Sat, Sun",No,No,Yes,Yes,No,Yes,,210 Ceviche,Average,No,Private Lot,$$,11-30,4.0,177,No,Yes,,Yes,Free,0.0
"999 E Basse Rd Ste 130 San Antonio, TX 78209",Full Bar,Trendy,Medical Center,"Wed, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Stone Werks Big Rock Grille,Average,Yes,Private Lot,$$,11-30,3.5,175,No,Yes,,Yes,Free,0.0
"1004 S Alamo St San Antonio, TX 78210",Beer & Wine Only,"Divey, Casual","King William, Downtown, Southtown","Tue, Sat, Sun",Yes,No,Yes,Yes,No,No,,B&D Ice House,Average,Yes,Street,$$,11-30,4.0,169,Outdoor Area / Patio Only,No,,No,Free,0.0
"732 S Alamo St San Antonio, TX 78205",Beer & Wine Only,Casual,"Lavaca, Downtown, Southtown","Wed, Fri, Sat",Yes,No,Yes,No,No,Yes,,The House Boozy Ice Cream & Brews,Average,No,Street,$$,Moderate,4.5,154,No,No,,,Free,0.0
"732 S Alamo St San Antonio, TX 78205",Full Bar,Casual,"Lavaca, Downtown, Southtown","Thu, Fri, Sat",Yes,No,Yes,No,No,No,,Ranger Creek Brewing & Distilling,Average,No,"Street, Private Lot",$,Inexpensive,4.5,154,Outdoor Area / Patio Only,Yes,,,No,0.0
"312 Pearl Pkwy San Antonio, TX 78215",Full Bar,Trendy,Tobin Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,Blue Box,Average,Yes,Private Lot,$$,Moderate,3.5,146,Outdoor Area / Patio Only,No,,,Free,0.0
"521 E Grayson St San Antonio, TX 78215",Full Bar,"Hipster, Casual, Trendy",Government Hill,,Yes,No,Yes,Yes,No,Yes,,Grayze,Average,Yes,Street,$$,11-30,4.0,157,No,Yes,,Yes,Free,0.0
"849 E Commerce St San Antonio, TX 78205",Full Bar,Casual,Downtown,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Yard House,Average,No,Garage,$$,11-30,4.0,163,No,Yes,,Yes,Free,0.0
"5059 Newport Ave Ste 104 San Diego, CA 92107",Full Bar,Casual,"Point Loma, Ocean Beach","Mon, Tue, Thu",Yes,No,Yes,Yes,Yes,Yes,Juke Box,South Beach Bar & Grille,Loud,Yes,Street,$$,11-30,4.0,2329,Outdoor Area / Patio Only,No,,Yes,No,0.0
"777 G St San Diego, CA 92101",Full Bar,Hipster,East Village,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Neighborhood,Average,Yes,Street,$$,11-30,4.0,1983,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"675 W Beech St San Diego, CA 92101",Full Bar,Hipster,Little Italy,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Craft & Commerce,Average,Yes,Street,$$,11-30,4.0,1993,No,Yes,,Yes,Free,0.0
<br/,Full Bar,Trendy,Downtown,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Puesto,Average,Yes,"Valet, Street, Private Lot, Validated",$$,11-30,4.0,2138,No,Yes,,Yes,No,0.0
"1549 El Prado San Diego, CA 92101",Full Bar,Romantic,Balboa Park,"Wed, Thu, Fri",Yes,No,Yes,Yes,No,No,Background,The Prado At Balboa Park,Average,Yes,"Valet, Street, Private Lot",$$,11-30,4.0,2012,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"627 4th Ave San Diego, CA 92101",Full Bar,Casual,Gaslamp,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Werewolf,Average,Yes,Street,$$,11-30,4.5,1937,No,Yes,,Yes,Free,0.0
"2228 Kettner Blvd San Diego, CA 92101",Full Bar,Trendy,Little Italy,"Thu, Fri, Sat",Yes,No,Yes,No,,No,Background,Juniper & Ivy,Average,Yes,"Valet, Street",$$$,31-60,4.0,1697,No,Yes,,Yes,Free,0.0
"600 5th Ave San Diego, CA 92101",Full Bar,Casual,Gaslamp,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,DJ,Barleymash,Loud,Yes,Street,$$,11-30,4.0,1721,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"3175 India St San Diego, CA 92103",Full Bar,Trendy,"Middletown, Mission Hills","Thu, Fri, Sat",No,No,Yes,Yes,No,No,,Starlite,Average,Yes,"Valet, Street, Private Lot",$$,11-30,4.0,1536,No,Yes,,Yes,Free,0.0
"2816 Historic Decatur Rd Ste 116 San Diego, CA 92106",Beer & Wine Only,Casual,"Point Loma, Liberty Station, Loma Portal","Fri, Sat, Sun",Yes,No,Yes,No,No,No,,Stone Brewing World Bistro & Gardens-Liberty Station,Average,Yes,"Street, Private Lot",$$,11-30,3.5,1479,No,Yes,,Yes,Free,0.0
"3085 University Ave San Diego, CA 92104",Full Bar,Hipster,North Park,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Urbn - North Park,Loud,No,"Valet, Street, Private Lot",$$,11-30,4.0,1364,No,Yes,,Yes,No,0.0
"901 5th Ave San Diego, CA 92101",Full Bar,Trendy,Gaslamp,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,,No,DJ,Vin De Syrah,Average,No,Street,$$,11-30,4.0,1280,No,Yes,,Yes,No,0.0
"1202 Camino Del Rio N San Diego, CA 92108",Full Bar,Casual,Gaslamp,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Lazy Dog Restaurant & Bar,Average,Yes,Private Lot,$$,11-30,4.0,1352,No,Yes,,Yes,Free,0.0
"3933 30th St San Diego, CA 92104",Full Bar,Casual,North Park,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,CaffÃ¨ Calabria,Average,Yes,Street,$,Under 10,4.5,1220,Outdoor Area / Patio Only,Yes,,No,Free,0.0
"3933 30th St San Diego, CA 92104",Full Bar,Casual,North Park,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,CaffÃ¨ Calabria,Average,Yes,Street,$,Under 10,4.5,1220,Outdoor Area / Patio Only,Yes,,No,Free,0.0
"1521 30th St San Diego, CA 92102",Beer & Wine Only,Divey,"South Park, Golden Hill","Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,Juke Box,Hamiltonâ€™s Tavern,Loud,No,Street,$,Inexpensive,4.5,1192,No,No,,,No,0.0
"3416 Adams Ave San Diego, CA 92116",Beer & Wine Only,Casual,Normal Heights,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Blind Lady Ale House,Loud,No,Street,$$,11-30,4.0,1188,No,No,,No,Free,0.0
"777 G St San Diego, CA 92101",Full Bar,Intimate,East Village,"Thu, Fri, Sat",No,No,No,No,No,No,Background,Noble Experiment,Average,No,Street,$$,Moderate,4.5,1143,No,Yes,,,No,0.0
"Marriott San Diego Gaslamp Quarter 660 K St San Diego, CA 92101",Full Bar,Trendy,"Gaslamp, East Village","Thu, Fri, Sat",No,Yes,Yes,Yes,No,Yes,DJ,ALTITUDE Sky Lounge,Loud,Yes,"Valet, Street",$$,Moderate,4.0,1110,Yes,No,,,Paid,0.0
"2895 University Ave San Diego, CA 92104",Full Bar,Trendy,North Park,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,DJ,West Coast Tavern,Average,Yes,Street,$$,11-30,4.0,1086,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"4353 La Jolla Village Dr San Diego, CA 92122",Full Bar,Casual,University City,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Eureka!,Average,Yes,"Garage, Street, Private Lot",$$,11-30,4.0,1101,No,No,,Yes,Free,0.0
"770 5th Ave San Diego, CA 92101",Full Bar,Casual,Gaslamp,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,Yes,Yes,DJ,The Tipsy Crow,Loud,No,Street,$$,11-30,4.0,1007,No,No,,Yes,Free,0.0
"4696 30th St San Diego, CA 92116",Full Bar,"Hipster, Trendy","University Heights, North Park","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Polite Provisions,Average,Yes,Street,$$,Moderate,4.0,973,No,No,,,No,0.0
"2400 India St San Diego, CA 92101",Full Bar,Hipster,Little Italy,"Tue, Fri, Sat",Yes,Yes,Yes,Yes,No,No,DJ,El Camino,Loud,Yes,Street,$$,11-30,3.5,989,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"2001 Kettner Blvd San Diego, CA 92101",Full Bar,Trendy,Little Italy,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,,Kettner Exchange,Average,Yes,"Valet, Street, Private Lot",$$,11-30,4.0,957,No,Yes,,Yes,Free,0.0
"4990 N Harbor Dr San Diego, CA 92106",Full Bar,Casual,Point Loma,"Mon, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,Jimmyâ€™s Famous American Tavern,Average,Yes,Private Lot,$$,11-30,4.0,961,No,Yes,,Yes,Free,0.0
"2044 Kettner Blvd San Diego, CA 92101",Full Bar,Divey,Little Italy,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The Waterfront Bar & Grill,Loud,Yes,Street,$$,11-30,4.0,922,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"4805 Convoy St San Diego, CA 92111",Beer & Wine Only,"Hipster, Casual",Kearny Mesa,,Yes,,Yes,,,Yes,,Common Theory Public House,Average,Yes,"Street, Private Lot",$$,11-30,4.0,857,,Yes,,Yes,Free,0.0
"4628 Park Blvd San Diego, CA 92116",Full Bar,Casual,University Heights,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Juke Box,Small Bar,Loud,Yes,Street,$$,11-30,4.0,856,Outdoor Area / Patio Only,No,,No,No,0.0
"3025 El Cajon Blvd San Diego, CA 92104",Beer & Wine Only,"Hipster, Casual",North Park,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Tiger! Tiger!,Average,Yes,Street,$$,11-30,4.0,806,Outdoor Area / Patio Only,No,,No,Free,0.0
"4282 Esplanade Ct San Diego, CA 92122",Full Bar,Casual,University City,"Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,,Draft Republic,Loud,Yes,Private Lot,$$,11-30,4.0,871,No,No,,Yes,Free,0.0
"967 Garnet Ave San Diego, CA 92109",Beer & Wine Only,Casual,Pacific Beach,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,,Crushed,Average,Yes,Street,$$,11-30,4.5,899,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1157 Columbia St San Diego, CA 92101",Beer & Wine Only,Casual,Little Italy,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Karl Strauss Brewing Company,Average,Yes,Street,$$,11-30,4.0,827,No,Yes,,Yes,No,0.0
"5083 Santa Monica Ave Ste 2C San Diego, CA 92107",Full Bar,Casual,"Point Loma, Ocean Beach","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Wonderland Ocean Pub,Loud,No,Street,$$,11-30,4.0,856,No,Yes,,Yes,No,0.0
"629 Kettner Bvd San Diego, CA 92101",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,The Lionâ€™s Share,Average,No,Street,$$,11-30,4.5,768,No,Yes,,Yes,No,0.0
"4016 Wallace St San Diego, CA 92110",Full Bar,Casual,Old Town,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,,Barra Barra Saloon,Average,Yes,"Street, Private Lot",$$,11-30,3.5,834,No,No,,Yes,No,0.0
"1116 25th St San Diego, CA 92102",Full Bar,Divey,Golden Hill,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Turf Supper Club,Average,No,Street,$$,Moderate,4.0,720,No,No,,,No,0.0
"3829 30th St San Diego, CA 92104",Full Bar,"Divey, Hipster",North Park,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,Yes,Yes,"DJ, Live",Bar Pink,Loud,No,Street,$,Inexpensive,3.5,691,Outdoor Area / Patio Only,No,,,Free,0.0
"4343 Ocean Blvd San Diego, CA 92109",Full Bar,Casual,Pacific Beach,"Fri, Sat, Sun",Yes,Yes,Yes,Yes,No,Yes,DJ,Pacific Beach Shore Club,Very Loud,No,Street,$$,11-30,3.5,727,Outdoor Area / Patio Only,No,,Yes,No,0.0
"1851 Bacon St San Diego, CA 92107",Full Bar,Casual,"Point Loma, Ocean Beach","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Raglan Public House,Average,Yes,Street,$$,11-30,4.0,716,No,No,,Yes,Free,0.0
"2265 Bacon St San Diego, CA 92107",Full Bar,Intimate,Ocean Beach,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,The 3rd Corner,Average,No,"Street, Private Lot",$$,11-30,4.5,706,No,Yes,,Yes,Free,0.0
"1621 Oak Lawn Ave Dallas, TX 75207",Full Bar,Trendy,Design District,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Meddlesome Moth,Average,Yes,"Valet, Street, Private Lot",$$,11-30,4.0,1445,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"6030 Luther Ln Ste 100 Dallas, TX 75225",Full Bar,Casual,University Park,"Mon, Fri, Sat",Yes,No,Yes,No,No,Yes,,Hopdoddy Burger Bar,Average,No,Street,$$,11-30,4.5,998,No,No,,Yes,Free,0.0
"2912 N Henderson Ave Dallas, TX 75206",Full Bar,Trendy,Lower Greenville,,No,,Yes,,,Yes,,The Porch,Average,Yes,"Valet, Street",$$,11-30,4.0,933,,No,,Yes,Free,0.0
"2008 Greenville Ave Dallas, TX 75206",Full Bar,"Hipster, Trendy",Lower Greenville,Sat,Yes,No,Yes,Yes,No,Yes,Background,HG Sply Co - Dallas,Average,Yes,"Valet, Street",$$,11-30,4.0,977,No,Yes,,Yes,Free,0.0
"901 Fort Worth Ave Dallas, TX 75208",Full Bar,Casual,Lower Greenville,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Smoke,Average,Yes,,$$,11-30,4.0,900,No,Yes,,Yes,No,0.0
"2713 Commerce St Dallas, TX 75226",Full Bar,Casual,Deep Ellum,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Uncle Uberâ€™s,Average,Yes,Street,$,Under 10,4.5,857,No,No,,No,Free,0.0
"1926 Market Center Blvd Dallas, TX 75207",Full Bar,Casual,Deep Ellum,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Rodeo Goat,Average,Yes,Private Lot,$$,11-30,4.0,873,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"3001 N Henderson Ave Dallas, TX 75206",Full Bar,Trendy,Lower Greenville,"Thu, Fri, Sat",No,No,Yes,Yes,No,Yes,,Victor Tangos,Loud,No,"Valet, Street",$$,11-30,4.0,753,No,Yes,,Yes,No,0.0
"5624 Sears St Dallas, TX 75206",Full Bar,"Hipster, Casual",Lower Greenville,,Yes,,Yes,,,Yes,,Truck Yard,Loud,Yes,"Valet, Street, Private Lot",$$,11-30,4.0,754,,No,,Yes,Free,0.0
"3656 Howell St Dallas, TX 75204",Full Bar,Casual,Uptown,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,Live,The Rustic,Loud,Yes,"Valet, Street, Private Lot",$$,11-30,3.5,744,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"2726 Commerce St Dallas, TX 75226",Full Bar,"Divey, Casual",Deep Ellum,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Angry Dog,Loud,No,Street,$,Under 10,4.0,646,No,No,,Yes,Free,0.0
"1530 Main St Dallas, TX 75201",Full Bar,Trendy,Downtown,,Yes,,Yes,,,Yes,,CBD Provisions,Average,No,Valet,$$,11-30,4.0,612,,Yes,,Yes,Free,0.0
"1154 Peavy Rd Dallas, TX 75218",Full Bar,"Hipster, Casual",Downtown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Goodfriend Beer Garden & Burger House,Average,Yes,Private Lot,$$,11-30,4.0,568,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"3700 McKinney Ave Ste 148 Dallas, TX 75204",Full Bar,"Casual, Trendy",Uptown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Public School 214,Average,Yes,"Garage, Street",$$,11-30,4.0,591,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"2917 Fairmount St Dallas, TX 75201",Full Bar,Casual,Uptown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The Common Table,Average,Yes,Valet,$$,11-30,3.5,557,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
