Address,Alcohol,Ambience,Area,Best Nights,Bike Parking,Good For Dancing,Good for Groups,Happy Hour,Has Pool Table,Has TV,Music,Name,Noise Level,Outdoor Seating,Parking,Price_Level,Price_Range,Rating,Reviews,Smoking,Takes Reservations,Waiter Service,Waiter_Service,Wi-Fi,index
"5321 E Mockingbird Ln Fl 2 Dallas, TX 75206",Full Bar,Casual,Upper Greenville,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Live,Trinity Hall Irish Pub,Average,Yes,Garage,$$,11-30,4.0,396,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"2304 Victory Park Ln Dallas, TX 75219",Full Bar,Intimate,Victory Park,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Medina Oven & Bar,Average,Yes,Street,$$,11-30,4.5,383,No,Yes,,Yes,No,0.0
"5100 Belt Line Rd Ste 410 Dallas, TX 75254",Full Bar,Casual,Addison,"Thu, Fri, Sun",No,No,Yes,Yes,No,Yes,Background,The Social House,Loud,Yes,Private Lot,$$,11-30,3.5,410,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"5100 Belt Line Rd Ste 544 Dallas, TX 75254",Beer & Wine Only,"Intimate, Romantic, Classy",Addison,"Thu, Fri, Sat",No,No,Yes,Yes,,Yes,Live,Mercy Wine Bar,Average,Yes,"Valet, Garage, Private Lot, Validated",$$,11-30,4.0,393,No,Yes,,Yes,Free,0.0
"1919 Greenville Ave Dallas, TX 75206",Full Bar,Hipster,Lower Greenville,,Yes,,Yes,,,Yes,,Blind Butcher,Average,Yes,Street,$$,11-30,4.0,373,,No,,Yes,No,0.0
"1520 Elm St Ste 201 Dallas, TX 75204",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,The Woolworth,Average,Yes,"Valet, Garage, Street",$$,11-30,4.0,429,No,Yes,,Yes,Free,0.0
"2501 N Harwood St Dallas, TX 75201",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Saint Ann,Average,Yes,Valet,$$,11-30,3.5,376,No,Yes,,Yes,No,0.0
"1807 Gould St Dallas, TX 75215",Full Bar,Divey,South Dallas,"Fri, Sat, Sun",Yes,No,Yes,Yes,Yes,Yes,Live,Lee Harvey’s,Average,Yes,"Street, Private Lot",$,Under 10,4.0,349,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1917 N Henderson Ave Dallas, TX 75206",Full Bar,Casual,Lower Greenville,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Barcadia,Loud,Yes,"Valet, Street",$$,11-30,3.5,335,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"2718 Boll St Dallas, TX 75204",Beer & Wine Only,Casual,Uptown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,The Ginger Man,Average,Yes,"Street, Private Lot",$$,Moderate,4.0,327,Outdoor Area / Patio Only,Yes,,,No,0.0
"4900 McKinney Ave Dallas, TX 75205",Full Bar,Casual,Highland Park,"Fri, Sat, Sun",No,No,Yes,Yes,No,Yes,,Henry’s Majestic,Average,Yes,"Valet, Private Lot",$$,11-30,4.0,348,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"2418 Allen St Dallas, TX 75204",Full Bar,Upscale,Uptown,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Parliament,Average,Yes,Street,$$,Moderate,4.5,308,Outdoor Area / Patio Only,No,,,Free,0.0
"5100 Beltline Rd Ste 795 Dallas, TX 75254",Full Bar,"Trendy, Classy",Addison,"Wed, Fri, Sat",No,No,Yes,No,No,Yes,,Neighborhood Services,Average,Yes,Valet,$$,11-30,4.0,317,No,Yes,,Yes,No,0.0
"2616 Olive St Dallas, TX 75201",Full Bar,Trendy,Addison,"Thu, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Happiest Hour,Loud,Yes,Valet,$$,11-30,3.0,336,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"300 Santana Row San Jose, CA 95128",Full Bar,Casual,West San Jose,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Yard House,Loud,No,"Valet, Garage, Street",$$,11-30,3.5,2836,No,No,,Yes,Free,0.0
"3055 Olin Ave Ste 1000 San Jose, CA 95128",Full Bar,Classy,West San Jose,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Maggiano’s Little Italy,Average,Yes,Garage,$$,11-30,3.5,2886,No,Yes,,Yes,Free,0.0
"333 Santana Row Ste 1100 San Jose, CA 95128",Full Bar,Trendy,West San Jose,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Straits - Santana Row,Loud,Yes,Garage,$$,11-30,3.0,1999,No,Yes,,Yes,No,0.0
"377 Santana Row Ste 1000 San Jose, CA 95128",Full Bar,Trendy,West San Jose,,Yes,,Yes,,,Yes,,Sino - Santana Row,Loud,Yes,Garage,$$,11-30,3.0,1809,,Yes,,Yes,No,0.0
"1110 Willow St San Jose, CA 95125",Full Bar,Trendy,Willow Glen,,Yes,,Yes,,,No,,The Table,Average,Yes,"Garage, Street",$$,11-30,4.0,1900,,Yes,,Yes,Free,0.0
"2675 Cropley Ave San Jose, CA 95132",Beer & Wine Only,Casual,North Valley,"Wed, Sat, Sun",No,No,Yes,No,No,Yes,,The Kickin’ Crab,Loud,No,Private Lot,$$,11-30,4.0,1564,No,No,,Yes,No,0.0
"377 Santana Row Ste 1100 San Jose, CA 95128",Full Bar,,West San Jose,Fri,Yes,No,Yes,Yes,No,Yes,,Left Bank - San Jose,Average,Yes,Garage,$$,11-30,3.0,1580,,Yes,,Yes,No,0.0
"88 S 4th St San Jose, CA 95112",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Flames Eatery & Bar,Loud,Yes,"Garage, Street",$$,11-30,3.5,1401,No,Yes,,Yes,No,0.0
"378 Santana Row Ste 1035 San Jose, CA 95128",Full Bar,Casual,West San Jose,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,Village California Bistro & Wine Bar,Average,Yes,"Valet, Garage, Street",$$,11-30,3.0,1229,No,Yes,,Yes,Free,0.0
"100 W San Carlos St San Jose, CA 95113",Full Bar,Upscale,Downtown,,Yes,No,Yes,Yes,No,Yes,Background,Arcadia,Average,No,"Valet, Garage, Street, Private Lot, Validated",$$$,31-60,3.5,1094,,Yes,,Yes,Free,0.0
"69 N San Pedro St San Jose, CA 95110",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Firehouse No.1 Gastropub,Average,Yes,"Garage, Street, Validated",$$,11-30,4.0,1087,No,Yes,,Yes,Free,0.0
"385 S Winchester Blvd San Jose, CA 95128",Full Bar,Casual,West San Jose,,Yes,,Yes,,,Yes,,Kenji Sushi,Average,No,Private Lot,$$,11-30,3.5,1091,,Yes,,Yes,Free,0.0
"61 Curtner Ave San Jose, CA 95125",Full Bar,Casual,Fairgrounds,,Yes,,Yes,,,Yes,,Famous Dave’s,Average,No,Private Lot,$$,11-30,3.0,1098,,No,,Yes,Free,0.0
"91 S Autumn St San Jose, CA 95110",Beer & Wine Only,Casual,Downtown,,Yes,,Yes,,,No,,Poor House Bistro,Loud,Yes,"Street, Private Lot",$$,11-30,3.5,1042,,No,,No,No,0.0
"230 Jackson St San Jose, CA 95112",Full Bar,Casual,Downtown,,Yes,,Yes,,,Yes,,Hukilau,Average,No,Street,$$,11-30,3.5,1002,,Yes,,Yes,Free,0.0
"90 S 2nd St San Jose, CA 95113",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,DJ,Loft Bar and Bistro,Average,Yes,"Garage, Street",$$,11-30,3.0,1028,No,Yes,,Yes,Free,0.0
"1145 Lincoln Ave San Jose, CA 95125",Full Bar,Casual,Willow Glen,,Yes,,Yes,,,Yes,,Aqui Cal-Mex,Average,Yes,"Street, Private Lot",$$,11-30,4.0,1050,,No,,No,Free,0.0
"1645 W San Carlos St San Jose, CA 95128",Beer & Wine Only,Casual,Rose Garden,Tue,Yes,No,Yes,No,No,Yes,,Sliders Burgers,Average,No,Private Lot,$,Under 10,4.0,898,,No,,No,No,0.0
"355 Santana Row Ste 1060 San Jose, CA 95128",Full Bar,Casual,West San Jose,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,DJ,Rosie McCann’s Irish Pub & Restaurant,Loud,Yes,,$$,11-30,3.0,891,No,Yes,,Yes,Free,0.0
"72 S 1st St San Jose, CA 95113",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,No,No,No,,Paper Plane,Loud,No,Street,$$,11-30,4.0,852,No,No,,No,No,0.0
"72 N Almaden Ave San Jose, CA 95110",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,SP2 Communal Bar + Restaurant,Average,Yes,"Street, Validated",$$,11-30,3.5,826,No,Yes,,Yes,No,0.0
"37 S 1st St San Jose, CA 95113",Beer & Wine Only,"Hipster, Casual",Downtown,"Fri, Sat, Sun",Yes,No,Yes,No,No,No,,Good Karma Artisan Ales & Café,Average,Yes,"Garage, Street",$,Under 10,4.0,845,No,No,,No,Free,0.0
"100 N Almaden Ave Ste 160 San Jose, CA 95110",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Blush Raw Bar Lounge,Average,Yes,"Garage, Street, Validated",$$,11-30,3.5,780,No,Yes,,Yes,Free,0.0
"368 Santana Row San Jose, CA 95128",Full Bar,,West San Jose,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,Live,El Jardin Tequila Bar & Restaurant,Loud,Yes,"Valet, Garage",$$,11-30,3.0,807,No,No,,Yes,No,0.0
"87 N San Pedro St San Jose, CA 95110",Full Bar,Casual,Downtown,"Fri, Sat, Sun",Yes,No,Yes,Yes,,Yes,Live,San Pedro Square Market,Loud,Yes,"Garage, Street, Private Lot, Validated",$$,Moderate,4.5,751,No,,,,,0.0
"73 N San Pedro St San Jose, CA 95110",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The Old Wagon Saloon and Grill,Loud,Yes,"Garage, Street",$$,11-30,3.5,756,No,No,,Yes,Free,0.0
"390 Saratoga Ave San Jose, CA 95129",Full Bar,Casual,West San Jose,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Harry’s Hofbrau,Average,No,Private Lot,$$,11-30,4.0,767,No,No,,No,No,0.0
"66 S 1st St San Jose, CA 95113",Beer & Wine Only,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,,Original Gravity Public House,Average,Yes,"Street, Validated",$$,Moderate,4.0,661,No,Yes,,,Free,0.0
"87 E San Fernando St San Jose, CA 95113",Full Bar,Casual,Downtown,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Chacho’s Restaurant,Average,No,"Garage, Street, Validated",$$,11-30,3.0,695,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"859 Blossom Hill Rd San Jose, CA 95123",Full Bar,Casual,Blossom Valley,"Tue, Fri, Sun",Yes,No,Yes,Yes,No,Yes,,Buffalo Wild Wings,Loud,Yes,Private Lot,$$,11-30,2.5,660,No,No,,Yes,Free,0.0
"Hotel Valencia 355 Santana Row San Jose, CA 95128",Full Bar,Trendy,West San Jose,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,V Bar,Loud,Yes,Garage,$$,Moderate,3.0,552,Outdoor Area / Patio Only,No,,,,0.0
"185 Park Ave San Jose, CA 95113",Full Bar,Classy,Downtown,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Scott’s Seafood,Average,Yes,"Garage, Validated",$$$,31-60,3.5,654,No,Yes,,Yes,Free,0.0
"173 W Santa Clara St San Jose, CA 95113",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Britannia Arms Downtown,Very Loud,Yes,"Garage, Validated",$$,11-30,3.0,515,No,Yes,,Yes,Free,0.0
"4660 Pearl Ave San Jose, CA 95136",Beer & Wine Only,Casual,Blossom Valley,,Yes,,Yes,,,Yes,,Mimosas Cafe,Average,No,"Street, Private Lot",$$,11-30,3.5,532,,No,,Yes,Free,0.0
"87 N San Pedro St Ste 105 San Jose, CA 95110",Beer & Wine Only,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,Vino Vino,Average,Yes,Validated,$$,11-30,4.0,479,No,Yes,,Yes,Free,0.0
"55 S 1st St San Jose, CA 95113",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,55 South,Loud,No,Street,$$,11-30,4.0,445,No,No,,Yes,No,0.0
"5679 Snell Ave San Jose, CA 95123",Full Bar,Casual,Blossom Valley,,Yes,,Yes,,,Yes,,Aqui Cal-Mex,Loud,Yes,Private Lot,$$,11-30,4.0,506,,No,,No,Free,0.0
"52 S 1st St San Jose, CA 95113",Full Bar,,Downtown,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,Yes,Yes,DJ,Temple Bar & Lounge,Very Loud,No,"Garage, Street, Private Lot",$$,Moderate,3.0,445,Outdoor Area / Patio Only,No,,,,0.0
"265 N 1st St San Jose, CA 95113",Full Bar,Casual,Downtown,"Mon, Thu, Fri",Yes,No,Yes,No,No,No,Juke Box,Trials Pub,Average,Yes,Street,$$,11-30,4.0,441,Outdoor Area / Patio Only,No,,No,Free,0.0
"1708 Oakland Rd Ste 500 San Jose, CA 95131",Beer & Wine Only,Casual,North Valley,,Yes,,Yes,,,Yes,,Pizza California,Average,Yes,Private Lot,$$,11-30,4.0,438,,No,,No,No,0.0
"303 Red River St Austin, TX 78701",Full Bar,Casual,Downtown,,Yes,,Yes,,,Yes,,Moonshine Patio Bar & Grill,Average,Yes,"Valet, Street",$$,11-30,4.5,2554,,No,,Yes,Free,0.0
"407 Colorado St Austin, TX 78701",Full Bar,Casual,"Downtown, Warehouse District","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Frank,Average,No,Street,$$,11-30,4.0,1679,No,No,,Yes,Free,0.0
"79 &amp; 81 Rainey St Austin, TX 78701",Beer & Wine Only,Casual,"Downtown, Warehouse District","Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,Live,Banger’s Sausage House & Beer Garden,Loud,Yes,"Street, Private Lot, Validated",$$,11-30,4.0,1446,Outdoor Area / Patio Only,No,,Yes,No,0.0
"208 W 4th St Austin, TX 78701",Full Bar,Classy,"Downtown, Warehouse District","Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,Background,Péché,Average,No,Street,$$,11-30,4.0,852,No,Yes,,Yes,No,0.0
"4710 E 5th St Austin, TX 78702",Full Bar,Romantic,East Austin,,Yes,No,Yes,,,No,,Justine’s Brasserie,Average,Yes,Street,$$,11-30,4.0,868,,Yes,,Yes,No,0.0
"2700 S Lamar Blvd Austin, TX 78704",Full Bar,Casual,"78704 (South Austin), South Lamar District","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Gourdough’s Public House,Average,Yes,"Street, Private Lot",$$,11-30,4.0,901,Outdoor Area / Patio Only,Yes,,Yes,Paid,0.0
"2113 Manor Rd Austin, TX 78722",Beer & Wine Only,Casual,"78704 (South Austin), South Lamar District",,Yes,No,Yes,Yes,No,No,,Eastside Cafe,Average,No,Private Lot,$$,11-30,4.0,819,No,Yes,,Yes,No,0.0
"6555 Burnet Rd Ste 400 Austin, TX 78757",Full Bar,Trendy,Allandale,Thu,Yes,No,Yes,Yes,No,No,,Barley Swine,Average,Yes,"Valet, Private Lot",$$$,31-60,4.0,804,No,Yes,,Yes,Free,0.0
"404 E 6th St Austin, TX 78701",Full Bar,Divey,Downtown,"Wed, Thu, Fri",Yes,No,Yes,Yes,Yes,Yes,,The Jackalope,Loud,Yes,Street,$,Under 10,4.0,777,Yes,No,,Yes,Free,0.0
"1624 Barton Springs Rd Austin, TX 78704",Full Bar,Casual,78704 (South Austin),"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Shady Grove,Average,Yes,Private Lot,$$,11-30,3.5,733,Outdoor Area / Patio Only,No,,Yes,No,0.0
"218 W 4th St Austin, TX 78701",Full Bar,Hipster,"Downtown, Warehouse District","Mon, Wed, Sat",Yes,No,Yes,Yes,No,No,,Halcyon,Average,Yes,Street,$$,11-30,4.0,680,Outdoor Area / Patio Only,No,,No,Free,0.0
"2027 Anchor Ln Austin, TX 78723",Full Bar,Casual,"Downtown, Warehouse District","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Contigo,Average,Yes,Private Lot,$$,11-30,4.0,641,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"2906 &amp; 2908 Fruth St Austin, TX 78705",Full Bar,Hipster,University of Texas,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,Live,Spider House Cafe,Average,Yes,"Street, Private Lot",$,Under 10,3.5,635,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1950 Hwy 35 S Austin, TX 78704",Beer & Wine Only,"Hipster, Casual",78704 (South Austin),"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Whip In,Average,Yes,"Street, Private Lot",$$,11-30,4.0,606,Outdoor Area / Patio Only,No,,No,Free,0.0
"2108 S Lamar Blvd Austin, TX 78704",Full Bar,Casual,"78704 (South Austin), South Lamar District","Wed, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,,Black Sheep Lodge,Average,Yes,"Street, Private Lot",$$,11-30,3.5,581,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"4112 Medical Pkwy Austin, TX 78756",Beer & Wine Only,Casual,Rosedale,"Tue, Wed, Fri",Yes,No,Yes,Yes,No,Yes,Juke Box,Draught House Pub & Brewery,Average,Yes,"Street, Private Lot",$$,Moderate,4.5,530,Outdoor Area / Patio Only,No,,,No,0.0
"2700 W Anderson Ln Ste 202 Austin, TX 78757",Full Bar,,Rosedale,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Cover 3,Average,Yes,Private Lot,$$,11-30,4.0,573,No,Yes,,Yes,Free,0.0
"815 W 47th St Austin, TX 78751",Full Bar,Casual,Rosedale,"Mon, Wed, Sun",Yes,No,Yes,Yes,No,Yes,,Flying Saucer Draught Emporium,Average,Yes,"Garage, Street",$$,11-30,3.5,512,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"306 E 53rd St Austin, TX 78751",Beer & Wine Only,,Rosedale,,Yes,No,No,,,No,,Foreign & Domestic,Average,Yes,"Street, Private Lot",$$,11-30,3.5,554,No,Yes,,Yes,No,0.0
"1409 Lavaca St Austin, TX 78701",Full Bar,Divey,Downtown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Texas Chili Parlor,Average,No,Street,$,Under 10,3.5,507,No,No,,Yes,No,0.0
"4119 Guadalupe St Austin, TX 78751",Full Bar,,Hyde Park,"Thu, Fri, Sun",Yes,No,Yes,Yes,,No,Live,Vino Vino,Average,No,Street,$$,11-30,4.0,445,No,Yes,,Yes,Free,0.0
"2316 Webberville Rd Austin, TX 78702",Full Bar,"Divey, Casual",East Austin,Wed,Yes,No,Yes,Yes,Yes,Yes,,Gourmands Neighborhood Pub,Average,Yes,Private Lot,$,Under 10,4.0,434,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"301 Lavaca St Austin, TX 78701",Beer & Wine Only,Casual,"Downtown, Warehouse District","Wed, Fri, Sat",Yes,No,Yes,Yes,No,No,Juke Box,The Ginger Man,Average,Yes,Street,$$,Moderate,4.0,366,Outdoor Area / Patio Only,No,,,Free,0.0
"200 E 6th St Austin, TX 78701",Full Bar,"Casual, Trendy",Downtown,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Eureka!,Average,No,Street,$$,11-30,4.0,384,No,No,,Yes,No,0.0
"3110 Guadalupe St Ste 400 Austin, TX 78705",Beer & Wine Only,Casual,University of Texas,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Hopfields,Average,Yes,"Garage, Street, Private Lot",$$,11-30,4.0,354,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"4222 Duval St Austin, TX 78751",Full Bar,Hipster,Hyde Park,Fri,Yes,No,Yes,Yes,No,No,,Dolce Vita,Average,Yes,Private Lot,$$,11-30,4.0,333,Outdoor Area / Patio Only,No,,No,Free,0.0
"408 Josephine St Austin, TX 78704",Beer & Wine Only,Casual,78704 (South Austin),"Thu, Sat, Sun",Yes,No,Yes,Yes,,No,Live,House Wine,Average,Yes,Street,$$,Moderate,4.0,326,Outdoor Area / Patio Only,No,,,,0.0
"2105 Hancock Dr Austin, TX 78756",Beer & Wine Only,Casual,Rosedale,"Mon, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,Juke Box,Billy’s on Burnet,Average,Yes,"Street, Private Lot",$,Under 10,4.0,326,Outdoor Area / Patio Only,No,,No,Free,0.0
"3715 S 1st St Ste A Austin, TX 78704",Full Bar,Casual,"78704 (South Austin), So-Fi (S. 1st St. District)","Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Porter Ale House & Gastropub,Average,Yes,Garage,$$,11-30,4.0,351,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"61 Rainey St Austin, TX 78701",Beer & Wine Only,Casual,"78704 (South Austin), So-Fi (S. 1st St. District)","Fri, Sat, Sun",Yes,No,Yes,No,No,No,,Craft Pride,Average,Yes,Street,$$,Moderate,4.0,326,Outdoor Area / Patio Only,No,,,Free,0.0
"1704 E 5th St Austin, TX 78702",Full Bar,"Divey, Hipster, Casual",East Austin,"Tue, Thu, Sat",Yes,No,Yes,Yes,No,Yes,Background,Yellow Jacket Social Club,Average,Yes,Street,$,Under 10,4.0,324,Outdoor Area / Patio Only,No,,No,Free,0.0
"605 Brazos St Austin, TX 78701",Full Bar,Intimate,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Live,Firehouse Lounge,Average,No,Street,$$,Moderate,4.5,307,No,No,,,Free,0.0
"1807 S 1st St Austin, TX 78704",Beer & Wine Only,Intimate,"78704 (South Austin), So-Fi (S. 1st St. District), Bouldin Creek","Wed, Thu, Sat",Yes,No,No,Yes,No,No,Background,Lenoir,Average,Yes,Private Lot,$$$,31-60,4.0,326,No,Yes,,Yes,No,0.0
"604 Brazos St Austin, TX 78701",Full Bar,"Classy, Upscale",Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Driskill Bar,Average,No,"Valet, Street",$$,11-30,4.0,279,No,Yes,,Yes,Free,0.0
"1315 S Congress Ave Austin, TX 78704",Full Bar,Divey,"78704 (South Austin), SoCo (S. Congress Ave.)","Fri, Sat, Sun",Yes,Yes,Yes,Yes,No,No,Live,Continental Club,Loud,No,Street,$,Inexpensive,4.0,271,Outdoor Area / Patio Only,No,,,No,0.0
"11835 Jollyville Rd Austin, TX 78759",Full Bar,Casual,"78704 (South Austin), SoCo (S. Congress Ave.)","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Pour House Pints And Pies,Average,Yes,Private Lot,$$,11-30,4.0,292,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"5775 Airport Blvd Ste 725 Austin, TX 78752",Beer & Wine Only,Hipster,"78704 (South Austin), SoCo (S. Congress Ave.)","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Kick Butt Coffee Music & Booze,Average,Yes,Private Lot,$,Under 10,4.0,309,Outdoor Area / Patio Only,Yes,,No,Free,0.0
"83 Rainey St Austin, TX 78701",Full Bar,Trendy,"78704 (South Austin), SoCo (S. Congress Ave.)","Fri, Sat, Sun",Yes,Yes,Yes,Yes,Yes,Yes,Background,Icenhauer’s,Average,Yes,Street,$$,Moderate,4.0,279,Outdoor Area / Patio Only,No,,,No,0.0
"207 E 53rd St Austin, TX 78751",Full Bar,Hipster,"78704 (South Austin), SoCo (S. Congress Ave.)","Mon, Tue, Sat",Yes,No,No,Yes,No,Yes,Background,Drink Well,Average,No,"Street, Private Lot",$$,11-30,4.0,271,No,No,,No,Free,0.0
"5900 W Slaughter Ln Ste D500 Austin, TX 78749",Full Bar,Trendy,Circle C Ranch,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,District Kitchen & Cocktails,Average,Yes,Private Lot,$$,11-30,4.0,311,No,Yes,,Yes,No,0.0
"910-914 King St Jacksonville, FL 32204",Full Bar,Hipster,Westside,,Yes,,Yes,,,Yes,,Kickbacks Gastropub-Goozlepipe & Guttyworks,Average,Yes,"Street, Private Lot",$$,11-30,3.5,633,,Yes,,Yes,Free,0.0
"1534 Oak St Jacksonville, FL 32204",Full Bar,Trendy,Riverside,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Black Sheep Restaurant,Average,Yes,Street,$$,11-30,4.0,562,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1019 Hendricks Ave Jacksonville, FL 32207",Full Bar,Trendy,Southbank,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,No,,BB’s,Average,Yes,Private Lot,$$,11-30,4.5,474,No,Yes,,Yes,Free,0.0
"3630 Park St Jacksonville, FL 32205",Full Bar,Upscale,Avondale,,Yes,,Yes,,,Yes,,Restaurant Orsay,Average,Yes,"Street, Private Lot",$$$,31-60,4.5,507,,Yes,,Yes,Free,0.0
"4972 Big Island Dr Jacksonville, FL 32246",Full Bar,Trendy,Southside,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Moxie Kitchen + Cocktails,Average,Yes,Private Lot,$$,11-30,4.0,462,No,Yes,,Yes,Free,0.0
"21 E Adams St Jacksonville, FL 32202",Full Bar,"Hipster, Casual",LaVilla,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Burrito Gallery Downtown,Average,Yes,Street,$,Under 10,4.0,349,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"3546 St Johns Bluff Rd Jacksonville, FL 32246",Beer & Wine Only,Casual,Southside,,Yes,,Yes,,,Yes,,Si Senor Fresh Mex,Average,No,Private Lot,$,Under 10,4.5,354,,No,,Yes,No,0.0
"4162 Herschel St Jacksonville, FL 32210",No,"Hipster, Casual",Westside,,Yes,,Yes,,,No,,Chomp Chomp,Average,Yes,Street,$,Under 10,4.5,278,,No,,No,No,0.0
"4728 Ocean St Jacksonville, FL 32233",Full Bar,"Divey, Casual",Beaches,"Wed, Thu, Sun",Yes,No,Yes,Yes,No,Yes,,Singleton’s Seafood Shack,Average,Yes,Private Lot,$$,11-30,3.5,301,Outdoor Area / Patio Only,No,,Yes,No,0.0
"3551 St Johns Ave Jacksonville, FL 32205",Full Bar,Casual,Avondale,,Yes,No,Yes,Yes,,Yes,,The Blue Fish Restaurant And Oyster Bar,Average,Yes,"Valet, Street, Private Lot",$$,11-30,4.0,265,,Yes,,Yes,Free,0.0
"400 N Hogan St Jacksonville, FL 32202",Full Bar,"Casual, Trendy",LaVilla,"Tue, Wed, Sat",Yes,No,Yes,Yes,No,No,,The Candy Apple Café & Cocktails,Average,Yes,Street,$$,11-30,4.0,303,No,Yes,,Yes,No,0.0
"1440 San Marco Blvd Jacksonville, FL 32207",Full Bar,Classy,Southbank,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,Bistro Aix,Average,Yes,"Valet, Street, Private Lot",$$$,31-60,4.0,258,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
